pattern_id,pattern_type,description,threshold
P109120,smurfing,Multiple small transactions within short time,8
P109121,circular,Money returns to original account,10
P109122,layering,Multiple sequential transfers across accounts,3
P109123,circular,Money returns to original account,5
P109124,smurfing,Multiple small transactions within short time,4
P109125,smurfing,Multiple small transactions within short time,4
P109126,layering,Multiple sequential transfers across accounts,6
P109127,circular,Money returns to original account,5
P109128,circular,Money returns to original account,5
P109129,smurfing,Multiple small transactions within short time,7
P109130,circular,Money returns to original account,1
P109131,circular,Money returns to original account,9
P109132,velocity,High frequency transactions in short time,9
P109133,layering,Multiple sequential transfers across accounts,3
P109134,velocity,High frequency transactions in short time,7
P109135,smurfing,Multiple small transactions within short time,6
P109136,smurfing,Multiple small transactions within short time,8
P109137,layering,Multiple sequential transfers across accounts,2
P109138,layering,Multiple sequential transfers across accounts,7
P109139,circular,Money returns to original account,2
P109140,circular,Money returns to original account,3
P109141,circular,Money returns to original account,1
P109142,velocity,High frequency transactions in short time,9
P109143,layering,Multiple sequential transfers across accounts,9
P109144,layering,Multiple sequential transfers across accounts,5
P109145,layering,Multiple sequential transfers across accounts,2
P109146,smurfing,Multiple small transactions within short time,1
P109147,smurfing,Multiple small transactions within short time,10
P109148,circular,Money returns to original account,1
P109149,smurfing,Multiple small transactions within short time,3
P109150,circular,Money returns to original account,3
P109151,circular,Money returns to original account,7
P109152,velocity,High frequency transactions in short time,8
P109153,smurfing,Multiple small transactions within short time,2
P109154,smurfing,Multiple small transactions within short time,2
P109155,velocity,High frequency transactions in short time,5
P109156,circular,Money returns to original account,9
P109157,layering,Multiple sequential transfers across accounts,9
P109158,smurfing,Multiple small transactions within short time,10
P109159,circular,Money returns to original account,9
P109160,velocity,High frequency transactions in short time,8
P109161,smurfing,Multiple small transactions within short time,6
P109162,circular,Money returns to original account,1
P109163,smurfing,Multiple small transactions within short time,7
P109164,layering,Multiple sequential transfers across accounts,5
P109165,circular,Money returns to original account,6
P109166,layering,Multiple sequential transfers across accounts,5
P109167,velocity,High frequency transactions in short time,5
P109168,layering,Multiple sequential transfers across accounts,8
P109169,layering,Multiple sequential transfers across accounts,6
P109170,circular,Money returns to original account,1
P109171,layering,Multiple sequential transfers across accounts,9
P109172,smurfing,Multiple small transactions within short time,10
P109173,smurfing,Multiple small transactions within short time,2
P109174,circular,Money returns to original account,5
P109175,circular,Money returns to original account,8
P109176,velocity,High frequency transactions in short time,7
P109177,circular,Money returns to original account,7
P109178,velocity,High frequency transactions in short time,5
P109179,smurfing,Multiple small transactions within short time,1
P109180,circular,Money returns to original account,6
P109181,layering,Multiple sequential transfers across accounts,10
P109182,smurfing,Multiple small transactions within short time,3
P109183,layering,Multiple sequential transfers across accounts,2
P109184,velocity,High frequency transactions in short time,1
P109185,velocity,High frequency transactions in short time,9
P109186,velocity,High frequency transactions in short time,4
P109187,layering,Multiple sequential transfers across accounts,6
P109188,circular,Money returns to original account,10
P109189,circular,Money returns to original account,10
P109190,smurfing,Multiple small transactions within short time,3
P109191,circular,Money returns to original account,1
P109192,smurfing,Multiple small transactions within short time,10
P109193,circular,Money returns to original account,1
P109194,layering,Multiple sequential transfers across accounts,2
P109195,velocity,High frequency transactions in short time,7
P109196,circular,Money returns to original account,3
P109197,circular,Money returns to original account,6
P109198,layering,Multiple sequential transfers across accounts,7
P109199,layering,Multiple sequential transfers across accounts,10
P109200,velocity,High frequency transactions in short time,10
P109201,smurfing,Multiple small transactions within short time,4
P109202,layering,Multiple sequential transfers across accounts,2
P109203,velocity,High frequency transactions in short time,3
P109204,layering,Multiple sequential transfers across accounts,3
P109205,circular,Money returns to original account,4
P109206,smurfing,Multiple small transactions within short time,1
P109207,velocity,High frequency transactions in short time,4
P109208,circular,Money returns to original account,6
P109209,smurfing,Multiple small transactions within short time,6
P109210,smurfing,Multiple small transactions within short time,7
P109211,velocity,High frequency transactions in short time,3
P109212,circular,Money returns to original account,9
P109213,layering,Multiple sequential transfers across accounts,6
P109214,layering,Multiple sequential transfers across accounts,4
P109215,circular,Money returns to original account,10
P109216,circular,Money returns to original account,7
P109217,layering,Multiple sequential transfers across accounts,6
P109218,velocity,High frequency transactions in short time,4
P109219,circular,Money returns to original account,4
P109220,layering,Multiple sequential transfers across accounts,7
P109221,layering,Multiple sequential transfers across accounts,1
P109222,circular,Money returns to original account,2
P109223,layering,Multiple sequential transfers across accounts,7
P109224,velocity,High frequency transactions in short time,5
P109225,circular,Money returns to original account,1
P109226,circular,Money returns to original account,10
P109227,layering,Multiple sequential transfers across accounts,1
P109228,smurfing,Multiple small transactions within short time,2
P109229,velocity,High frequency transactions in short time,7
P109230,circular,Money returns to original account,2
P109231,layering,Multiple sequential transfers across accounts,7
P109232,circular,Money returns to original account,10
P109233,circular,Money returns to original account,10
P109234,circular,Money returns to original account,5
P109235,layering,Multiple sequential transfers across accounts,3
P109236,layering,Multiple sequential transfers across accounts,6
P109237,velocity,High frequency transactions in short time,6
P109238,smurfing,Multiple small transactions within short time,5
P109239,velocity,High frequency transactions in short time,1
P109240,smurfing,Multiple small transactions within short time,1
P109241,circular,Money returns to original account,5
P109242,velocity,High frequency transactions in short time,5
P109243,circular,Money returns to original account,5
P109244,velocity,High frequency transactions in short time,7
P109245,velocity,High frequency transactions in short time,7
P109246,circular,Money returns to original account,9
P109247,layering,Multiple sequential transfers across accounts,6
P109248,smurfing,Multiple small transactions within short time,10
P109249,layering,Multiple sequential transfers across accounts,9
P109250,circular,Money returns to original account,6
P109251,velocity,High frequency transactions in short time,5
P109252,smurfing,Multiple small transactions within short time,9
P109253,smurfing,Multiple small transactions within short time,8
P109254,smurfing,Multiple small transactions within short time,5
P109255,circular,Money returns to original account,3
P109256,circular,Money returns to original account,4
P109257,layering,Multiple sequential transfers across accounts,4
P109258,velocity,High frequency transactions in short time,2
P109259,velocity,High frequency transactions in short time,10
P109260,layering,Multiple sequential transfers across accounts,8
P109261,circular,Money returns to original account,2
P109262,velocity,High frequency transactions in short time,8
P109263,circular,Money returns to original account,3
P109264,smurfing,Multiple small transactions within short time,7
P109265,velocity,High frequency transactions in short time,3
P109266,velocity,High frequency transactions in short time,8
P109267,circular,Money returns to original account,10
P109268,velocity,High frequency transactions in short time,5
P109269,smurfing,Multiple small transactions within short time,5
P109270,smurfing,Multiple small transactions within short time,4
P109271,circular,Money returns to original account,5
P109272,layering,Multiple sequential transfers across accounts,3
P109273,layering,Multiple sequential transfers across accounts,9
P109274,circular,Money returns to original account,5
P109275,velocity,High frequency transactions in short time,5
P109276,velocity,High frequency transactions in short time,8
P109277,circular,Money returns to original account,2
P109278,smurfing,Multiple small transactions within short time,9
P109279,circular,Money returns to original account,4
P109280,circular,Money returns to original account,4
P109281,velocity,High frequency transactions in short time,1
P109282,circular,Money returns to original account,10
P109283,layering,Multiple sequential transfers across accounts,1
P109284,velocity,High frequency transactions in short time,10
P109285,layering,Multiple sequential transfers across accounts,8
P109286,velocity,High frequency transactions in short time,8
P109287,smurfing,Multiple small transactions within short time,5
P109288,smurfing,Multiple small transactions within short time,6
P109289,smurfing,Multiple small transactions within short time,10
P109290,layering,Multiple sequential transfers across accounts,10
P109291,layering,Multiple sequential transfers across accounts,5
P109292,circular,Money returns to original account,9
P109293,layering,Multiple sequential transfers across accounts,8
P109294,velocity,High frequency transactions in short time,10
P109295,layering,Multiple sequential transfers across accounts,2
P109296,velocity,High frequency transactions in short time,4
P109297,circular,Money returns to original account,9
P109298,smurfing,Multiple small transactions within short time,6
P109299,circular,Money returns to original account,10
P109300,smurfing,Multiple small transactions within short time,8
P109301,circular,Money returns to original account,6
P109302,velocity,High frequency transactions in short time,8
P109303,velocity,High frequency transactions in short time,8
P109304,circular,Money returns to original account,3
P109305,circular,Money returns to original account,6
P109306,circular,Money returns to original account,10
P109307,layering,Multiple sequential transfers across accounts,7
P109308,layering,Multiple sequential transfers across accounts,6
P109309,circular,Money returns to original account,9
P109310,circular,Money returns to original account,9
P109311,smurfing,Multiple small transactions within short time,8
P109312,smurfing,Multiple small transactions within short time,2
P109313,layering,Multiple sequential transfers across accounts,1
P109314,layering,Multiple sequential transfers across accounts,8
P109315,circular,Money returns to original account,7
P109316,layering,Multiple sequential transfers across accounts,10
P109317,smurfing,Multiple small transactions within short time,6
P109318,smurfing,Multiple small transactions within short time,6
P109319,layering,Multiple sequential transfers across accounts,2
P109320,layering,Multiple sequential transfers across accounts,10
P109321,layering,Multiple sequential transfers across accounts,6
P109322,layering,Multiple sequential transfers across accounts,6
P109323,layering,Multiple sequential transfers across accounts,8
P109324,smurfing,Multiple small transactions within short time,8
P109325,smurfing,Multiple small transactions within short time,1
P109326,layering,Multiple sequential transfers across accounts,8
P109327,circular,Money returns to original account,6
P109328,layering,Multiple sequential transfers across accounts,7
P109329,circular,Money returns to original account,6
P109330,circular,Money returns to original account,3
P109331,circular,Money returns to original account,10
P109332,circular,Money returns to original account,7
P109333,circular,Money returns to original account,5
P109334,velocity,High frequency transactions in short time,7
P109335,smurfing,Multiple small transactions within short time,9
P109336,circular,Money returns to original account,5
P109337,velocity,High frequency transactions in short time,10
P109338,layering,Multiple sequential transfers across accounts,5
P109339,layering,Multiple sequential transfers across accounts,2
P109340,smurfing,Multiple small transactions within short time,8
P109341,layering,Multiple sequential transfers across accounts,3
P109342,smurfing,Multiple small transactions within short time,9
P109343,smurfing,Multiple small transactions within short time,7
P109344,velocity,High frequency transactions in short time,7
P109345,smurfing,Multiple small transactions within short time,7
P109346,layering,Multiple sequential transfers across accounts,1
P109347,smurfing,Multiple small transactions within short time,3
P109348,layering,Multiple sequential transfers across accounts,5
P109349,layering,Multiple sequential transfers across accounts,3
P109350,smurfing,Multiple small transactions within short time,3
P109351,circular,Money returns to original account,2
P109352,circular,Money returns to original account,9
P109353,velocity,High frequency transactions in short time,7
P109354,circular,Money returns to original account,4
P109355,smurfing,Multiple small transactions within short time,7
P109356,circular,Money returns to original account,5
P109357,smurfing,Multiple small transactions within short time,9
P109358,velocity,High frequency transactions in short time,1
P109359,smurfing,Multiple small transactions within short time,3
P109360,circular,Money returns to original account,1
P109361,velocity,High frequency transactions in short time,9
P109362,smurfing,Multiple small transactions within short time,7
P109363,velocity,High frequency transactions in short time,8
P109364,smurfing,Multiple small transactions within short time,1
P109365,velocity,High frequency transactions in short time,3
P109366,circular,Money returns to original account,9
P109367,velocity,High frequency transactions in short time,7
P109368,smurfing,Multiple small transactions within short time,1
P109369,velocity,High frequency transactions in short time,5
P109370,smurfing,Multiple small transactions within short time,8
P109371,smurfing,Multiple small transactions within short time,6
P109372,layering,Multiple sequential transfers across accounts,1
P109373,smurfing,Multiple small transactions within short time,5
P109374,smurfing,Multiple small transactions within short time,6
P109375,layering,Multiple sequential transfers across accounts,10
P109376,layering,Multiple sequential transfers across accounts,9
P109377,velocity,High frequency transactions in short time,8
P109378,circular,Money returns to original account,2
P109379,smurfing,Multiple small transactions within short time,3
P109380,layering,Multiple sequential transfers across accounts,1
P109381,layering,Multiple sequential transfers across accounts,4
P109382,smurfing,Multiple small transactions within short time,10
P109383,smurfing,Multiple small transactions within short time,5
P109384,layering,Multiple sequential transfers across accounts,2
P109385,velocity,High frequency transactions in short time,9
P109386,circular,Money returns to original account,6
P109387,smurfing,Multiple small transactions within short time,9
P109388,circular,Money returns to original account,4
P109389,circular,Money returns to original account,4
P109390,smurfing,Multiple small transactions within short time,7
P109391,smurfing,Multiple small transactions within short time,9
P109392,circular,Money returns to original account,3
P109393,layering,Multiple sequential transfers across accounts,7
P109394,circular,Money returns to original account,2
P109395,smurfing,Multiple small transactions within short time,2
P109396,circular,Money returns to original account,1
P109397,layering,Multiple sequential transfers across accounts,1
P109398,velocity,High frequency transactions in short time,4
P109399,layering,Multiple sequential transfers across accounts,7
P109400,circular,Money returns to original account,2
P109401,layering,Multiple sequential transfers across accounts,3
P109402,smurfing,Multiple small transactions within short time,8
P109403,velocity,High frequency transactions in short time,2
P109404,layering,Multiple sequential transfers across accounts,9
P109405,layering,Multiple sequential transfers across accounts,8
P109406,velocity,High frequency transactions in short time,6
P109407,velocity,High frequency transactions in short time,9
P109408,velocity,High frequency transactions in short time,10
P109409,smurfing,Multiple small transactions within short time,3
P109410,smurfing,Multiple small transactions within short time,9
P109411,layering,Multiple sequential transfers across accounts,3
P109412,smurfing,Multiple small transactions within short time,2
P109413,layering,Multiple sequential transfers across accounts,2
P109414,circular,Money returns to original account,5
P109415,smurfing,Multiple small transactions within short time,8
P109416,velocity,High frequency transactions in short time,10
P109417,velocity,High frequency transactions in short time,10
P109418,velocity,High frequency transactions in short time,2
P109419,velocity,High frequency transactions in short time,5
P109420,smurfing,Multiple small transactions within short time,2
P109421,layering,Multiple sequential transfers across accounts,7
P109422,smurfing,Multiple small transactions within short time,3
P109423,circular,Money returns to original account,1
P109424,layering,Multiple sequential transfers across accounts,3
P109425,velocity,High frequency transactions in short time,9
P109426,layering,Multiple sequential transfers across accounts,1
P109427,velocity,High frequency transactions in short time,4
P109428,circular,Money returns to original account,5
P109429,layering,Multiple sequential transfers across accounts,1
P109430,layering,Multiple sequential transfers across accounts,3
P109431,layering,Multiple sequential transfers across accounts,2
P109432,smurfing,Multiple small transactions within short time,6
P109433,velocity,High frequency transactions in short time,9
P109434,velocity,High frequency transactions in short time,9
P109435,velocity,High frequency transactions in short time,3
P109436,circular,Money returns to original account,1
P109437,smurfing,Multiple small transactions within short time,7
P109438,layering,Multiple sequential transfers across accounts,3
P109439,smurfing,Multiple small transactions within short time,5
P109440,smurfing,Multiple small transactions within short time,7
P109441,layering,Multiple sequential transfers across accounts,1
P109442,layering,Multiple sequential transfers across accounts,4
P109443,layering,Multiple sequential transfers across accounts,6
P109444,circular,Money returns to original account,9
P109445,layering,Multiple sequential transfers across accounts,4
P109446,circular,Money returns to original account,1
P109447,velocity,High frequency transactions in short time,8
P109448,smurfing,Multiple small transactions within short time,6
P109449,layering,Multiple sequential transfers across accounts,10
P109450,smurfing,Multiple small transactions within short time,5
P109451,layering,Multiple sequential transfers across accounts,1
P109452,layering,Multiple sequential transfers across accounts,7
P109453,layering,Multiple sequential transfers across accounts,3
P109454,layering,Multiple sequential transfers across accounts,8
P109455,smurfing,Multiple small transactions within short time,1
P109456,smurfing,Multiple small transactions within short time,8
P109457,velocity,High frequency transactions in short time,2
P109458,velocity,High frequency transactions in short time,1
P109459,velocity,High frequency transactions in short time,9
P109460,velocity,High frequency transactions in short time,10
P109461,layering,Multiple sequential transfers across accounts,7
P109462,velocity,High frequency transactions in short time,5
P109463,velocity,High frequency transactions in short time,5
P109464,smurfing,Multiple small transactions within short time,10
P109465,circular,Money returns to original account,9
P109466,smurfing,Multiple small transactions within short time,9
P109467,circular,Money returns to original account,6
P109468,layering,Multiple sequential transfers across accounts,8
P109469,smurfing,Multiple small transactions within short time,9
P109470,velocity,High frequency transactions in short time,1
P109471,layering,Multiple sequential transfers across accounts,9
P109472,layering,Multiple sequential transfers across accounts,7
P109473,smurfing,Multiple small transactions within short time,5
P109474,velocity,High frequency transactions in short time,10
P109475,velocity,High frequency transactions in short time,4
P109476,layering,Multiple sequential transfers across accounts,6
P109477,velocity,High frequency transactions in short time,9
P109478,circular,Money returns to original account,7
P109479,layering,Multiple sequential transfers across accounts,8
P109480,circular,Money returns to original account,2
P109481,circular,Money returns to original account,8
P109482,smurfing,Multiple small transactions within short time,7
P109483,smurfing,Multiple small transactions within short time,3
P109484,smurfing,Multiple small transactions within short time,5
P109485,circular,Money returns to original account,4
P109486,circular,Money returns to original account,9
P109487,circular,Money returns to original account,6
P109488,layering,Multiple sequential transfers across accounts,3
P109489,circular,Money returns to original account,8
P109490,velocity,High frequency transactions in short time,10
P109491,velocity,High frequency transactions in short time,2
P109492,smurfing,Multiple small transactions within short time,6
P109493,circular,Money returns to original account,4
P109494,velocity,High frequency transactions in short time,1
P109495,smurfing,Multiple small transactions within short time,7
P109496,layering,Multiple sequential transfers across accounts,6
P109497,smurfing,Multiple small transactions within short time,5
P109498,velocity,High frequency transactions in short time,9
P109499,smurfing,Multiple small transactions within short time,7
P109500,layering,Multiple sequential transfers across accounts,1
P109501,layering,Multiple sequential transfers across accounts,10
P109502,layering,Multiple sequential transfers across accounts,1
P109503,velocity,High frequency transactions in short time,7
P109504,circular,Money returns to original account,2
P109505,velocity,High frequency transactions in short time,8
P109506,circular,Money returns to original account,6
P109507,velocity,High frequency transactions in short time,6
P109508,smurfing,Multiple small transactions within short time,2
P109509,velocity,High frequency transactions in short time,1
P109510,layering,Multiple sequential transfers across accounts,4
P109511,smurfing,Multiple small transactions within short time,6
P109512,smurfing,Multiple small transactions within short time,2
P109513,smurfing,Multiple small transactions within short time,9
P109514,layering,Multiple sequential transfers across accounts,10
P109515,layering,Multiple sequential transfers across accounts,3
P109516,smurfing,Multiple small transactions within short time,10
P109517,layering,Multiple sequential transfers across accounts,4
P109518,circular,Money returns to original account,4
P109519,smurfing,Multiple small transactions within short time,5
P109520,layering,Multiple sequential transfers across accounts,8
P109521,circular,Money returns to original account,2
P109522,layering,Multiple sequential transfers across accounts,10
P109523,circular,Money returns to original account,5
P109524,circular,Money returns to original account,2
P109525,smurfing,Multiple small transactions within short time,5
P109526,circular,Money returns to original account,8
P109527,velocity,High frequency transactions in short time,3
P109528,velocity,High frequency transactions in short time,10
P109529,circular,Money returns to original account,4
P109530,circular,Money returns to original account,7
P109531,velocity,High frequency transactions in short time,3
P109532,smurfing,Multiple small transactions within short time,8
P109533,layering,Multiple sequential transfers across accounts,1
P109534,smurfing,Multiple small transactions within short time,9
P109535,velocity,High frequency transactions in short time,4
P109536,velocity,High frequency transactions in short time,8
P109537,smurfing,Multiple small transactions within short time,5
P109538,circular,Money returns to original account,10
P109539,circular,Money returns to original account,4
P109540,velocity,High frequency transactions in short time,10
P109541,layering,Multiple sequential transfers across accounts,9
P109542,velocity,High frequency transactions in short time,2
P109543,layering,Multiple sequential transfers across accounts,6
P109544,layering,Multiple sequential transfers across accounts,4
P109545,smurfing,Multiple small transactions within short time,10
P109546,smurfing,Multiple small transactions within short time,6
P109547,smurfing,Multiple small transactions within short time,2
P109548,velocity,High frequency transactions in short time,1
P109549,layering,Multiple sequential transfers across accounts,3
P109550,layering,Multiple sequential transfers across accounts,1
P109551,circular,Money returns to original account,10
P109552,velocity,High frequency transactions in short time,1
P109553,layering,Multiple sequential transfers across accounts,3
P109554,smurfing,Multiple small transactions within short time,5
P109555,velocity,High frequency transactions in short time,9
P109556,velocity,High frequency transactions in short time,9
P109557,layering,Multiple sequential transfers across accounts,10
P109558,layering,Multiple sequential transfers across accounts,3
P109559,velocity,High frequency transactions in short time,5
P109560,layering,Multiple sequential transfers across accounts,4
P109561,circular,Money returns to original account,7
P109562,velocity,High frequency transactions in short time,7
P109563,smurfing,Multiple small transactions within short time,10
P109564,layering,Multiple sequential transfers across accounts,8
P109565,smurfing,Multiple small transactions within short time,6
P109566,velocity,High frequency transactions in short time,9
P109567,circular,Money returns to original account,1
P109568,circular,Money returns to original account,8
P109569,velocity,High frequency transactions in short time,4
P109570,layering,Multiple sequential transfers across accounts,3
P109571,smurfing,Multiple small transactions within short time,6
P109572,smurfing,Multiple small transactions within short time,5
P109573,smurfing,Multiple small transactions within short time,4
P109574,smurfing,Multiple small transactions within short time,1
P109575,layering,Multiple sequential transfers across accounts,6
P109576,velocity,High frequency transactions in short time,8
P109577,velocity,High frequency transactions in short time,10
P109578,smurfing,Multiple small transactions within short time,10
P109579,layering,Multiple sequential transfers across accounts,6
P109580,circular,Money returns to original account,5
P109581,circular,Money returns to original account,5
P109582,velocity,High frequency transactions in short time,10
P109583,layering,Multiple sequential transfers across accounts,4
P109584,layering,Multiple sequential transfers across accounts,7
P109585,circular,Money returns to original account,4
P109586,layering,Multiple sequential transfers across accounts,7
P109587,circular,Money returns to original account,4
P109588,layering,Multiple sequential transfers across accounts,1
P109589,circular,Money returns to original account,9
P109590,layering,Multiple sequential transfers across accounts,7
P109591,circular,Money returns to original account,7
P109592,circular,Money returns to original account,7
P109593,layering,Multiple sequential transfers across accounts,5
P109594,layering,Multiple sequential transfers across accounts,4
P109595,layering,Multiple sequential transfers across accounts,3
P109596,velocity,High frequency transactions in short time,1
P109597,velocity,High frequency transactions in short time,8
P109598,circular,Money returns to original account,10
P109599,smurfing,Multiple small transactions within short time,8
P109600,layering,Multiple sequential transfers across accounts,8
P109601,smurfing,Multiple small transactions within short time,1
P109602,velocity,High frequency transactions in short time,8
P109603,smurfing,Multiple small transactions within short time,7
P109604,layering,Multiple sequential transfers across accounts,7
P109605,layering,Multiple sequential transfers across accounts,7
P109606,circular,Money returns to original account,1
P109607,smurfing,Multiple small transactions within short time,6
P109608,smurfing,Multiple small transactions within short time,3
P109609,velocity,High frequency transactions in short time,7
P109610,smurfing,Multiple small transactions within short time,10
P109611,velocity,High frequency transactions in short time,1
P109612,smurfing,Multiple small transactions within short time,2
P109613,circular,Money returns to original account,5
P109614,smurfing,Multiple small transactions within short time,2
P109615,smurfing,Multiple small transactions within short time,1
P109616,smurfing,Multiple small transactions within short time,10
P109617,smurfing,Multiple small transactions within short time,9
P109618,circular,Money returns to original account,1
P109619,layering,Multiple sequential transfers across accounts,3
P109620,layering,Multiple sequential transfers across accounts,7
P109621,layering,Multiple sequential transfers across accounts,4
P109622,smurfing,Multiple small transactions within short time,2
P109623,circular,Money returns to original account,4
P109624,smurfing,Multiple small transactions within short time,10
P109625,layering,Multiple sequential transfers across accounts,6
P109626,velocity,High frequency transactions in short time,9
P109627,layering,Multiple sequential transfers across accounts,1
P109628,circular,Money returns to original account,6
P109629,velocity,High frequency transactions in short time,7
P109630,circular,Money returns to original account,3
P109631,circular,Money returns to original account,6
P109632,circular,Money returns to original account,5
P109633,velocity,High frequency transactions in short time,3
P109634,velocity,High frequency transactions in short time,4
P109635,circular,Money returns to original account,3
P109636,smurfing,Multiple small transactions within short time,5
P109637,layering,Multiple sequential transfers across accounts,4
P109638,velocity,High frequency transactions in short time,10
P109639,smurfing,Multiple small transactions within short time,8
P109640,circular,Money returns to original account,4
P109641,circular,Money returns to original account,3
P109642,circular,Money returns to original account,6
P109643,layering,Multiple sequential transfers across accounts,4
P109644,smurfing,Multiple small transactions within short time,3
P109645,layering,Multiple sequential transfers across accounts,9
P109646,velocity,High frequency transactions in short time,8
P109647,smurfing,Multiple small transactions within short time,7
P109648,circular,Money returns to original account,3
P109649,circular,Money returns to original account,4
P109650,smurfing,Multiple small transactions within short time,4
P109651,circular,Money returns to original account,9
P109652,smurfing,Multiple small transactions within short time,1
P109653,layering,Multiple sequential transfers across accounts,7
P109654,layering,Multiple sequential transfers across accounts,8
P109655,velocity,High frequency transactions in short time,3
P109656,smurfing,Multiple small transactions within short time,4
P109657,smurfing,Multiple small transactions within short time,1
P109658,velocity,High frequency transactions in short time,9
P109659,velocity,High frequency transactions in short time,3
P109660,velocity,High frequency transactions in short time,9
P109661,layering,Multiple sequential transfers across accounts,9
P109662,circular,Money returns to original account,4
P109663,smurfing,Multiple small transactions within short time,2
P109664,velocity,High frequency transactions in short time,10
P109665,layering,Multiple sequential transfers across accounts,2
P109666,smurfing,Multiple small transactions within short time,9
P109667,smurfing,Multiple small transactions within short time,2
P109668,layering,Multiple sequential transfers across accounts,8
P109669,circular,Money returns to original account,6
P109670,circular,Money returns to original account,3
P109671,circular,Money returns to original account,6
P109672,circular,Money returns to original account,8
P109673,smurfing,Multiple small transactions within short time,4
P109674,smurfing,Multiple small transactions within short time,2
P109675,circular,Money returns to original account,5
P109676,layering,Multiple sequential transfers across accounts,3
P109677,layering,Multiple sequential transfers across accounts,1
P109678,velocity,High frequency transactions in short time,10
P109679,circular,Money returns to original account,3
P109680,velocity,High frequency transactions in short time,2
P109681,circular,Money returns to original account,2
P109682,circular,Money returns to original account,3
P109683,velocity,High frequency transactions in short time,5
P109684,circular,Money returns to original account,4
P109685,velocity,High frequency transactions in short time,1
P109686,circular,Money returns to original account,2
P109687,layering,Multiple sequential transfers across accounts,5
P109688,circular,Money returns to original account,6
P109689,layering,Multiple sequential transfers across accounts,10
P109690,circular,Money returns to original account,3
P109691,velocity,High frequency transactions in short time,5
P109692,layering,Multiple sequential transfers across accounts,10
P109693,circular,Money returns to original account,5
P109694,layering,Multiple sequential transfers across accounts,3
P109695,circular,Money returns to original account,10
P109696,smurfing,Multiple small transactions within short time,5
P109697,velocity,High frequency transactions in short time,1
P109698,velocity,High frequency transactions in short time,2
P109699,circular,Money returns to original account,7
P109700,velocity,High frequency transactions in short time,8
P109701,layering,Multiple sequential transfers across accounts,3
P109702,layering,Multiple sequential transfers across accounts,8
P109703,circular,Money returns to original account,3
P109704,circular,Money returns to original account,1
P109705,circular,Money returns to original account,9
P109706,layering,Multiple sequential transfers across accounts,4
P109707,smurfing,Multiple small transactions within short time,10
P109708,circular,Money returns to original account,7
P109709,smurfing,Multiple small transactions within short time,6
P109710,smurfing,Multiple small transactions within short time,1
P109711,circular,Money returns to original account,1
P109712,circular,Money returns to original account,7
P109713,velocity,High frequency transactions in short time,5
P109714,smurfing,Multiple small transactions within short time,6
P109715,layering,Multiple sequential transfers across accounts,5
P109716,layering,Multiple sequential transfers across accounts,2
P109717,velocity,High frequency transactions in short time,6
P109718,layering,Multiple sequential transfers across accounts,4
P109719,smurfing,Multiple small transactions within short time,6
P109720,circular,Money returns to original account,6
P109721,layering,Multiple sequential transfers across accounts,9
P109722,layering,Multiple sequential transfers across accounts,8
P109723,smurfing,Multiple small transactions within short time,2
P109724,velocity,High frequency transactions in short time,2
P109725,circular,Money returns to original account,5
P109726,smurfing,Multiple small transactions within short time,1
P109727,layering,Multiple sequential transfers across accounts,5
P109728,velocity,High frequency transactions in short time,2
P109729,layering,Multiple sequential transfers across accounts,9
P109730,circular,Money returns to original account,6
P109731,velocity,High frequency transactions in short time,3
P109732,layering,Multiple sequential transfers across accounts,8
P109733,velocity,High frequency transactions in short time,6
P109734,circular,Money returns to original account,2
P109735,velocity,High frequency transactions in short time,1
P109736,layering,Multiple sequential transfers across accounts,2
P109737,layering,Multiple sequential transfers across accounts,7
P109738,circular,Money returns to original account,3
P109739,velocity,High frequency transactions in short time,7
P109740,layering,Multiple sequential transfers across accounts,9
P109741,layering,Multiple sequential transfers across accounts,2
P109742,velocity,High frequency transactions in short time,7
P109743,velocity,High frequency transactions in short time,2
P109744,circular,Money returns to original account,6
P109745,velocity,High frequency transactions in short time,2
P109746,circular,Money returns to original account,2
P109747,velocity,High frequency transactions in short time,5
P109748,circular,Money returns to original account,8
P109749,circular,Money returns to original account,3
P109750,circular,Money returns to original account,8
P109751,layering,Multiple sequential transfers across accounts,8
P109752,smurfing,Multiple small transactions within short time,7
P109753,layering,Multiple sequential transfers across accounts,4
P109754,circular,Money returns to original account,9
P109755,velocity,High frequency transactions in short time,5
P109756,circular,Money returns to original account,7
P109757,layering,Multiple sequential transfers across accounts,4
P109758,layering,Multiple sequential transfers across accounts,8
P109759,velocity,High frequency transactions in short time,5
P109760,smurfing,Multiple small transactions within short time,4
P109761,layering,Multiple sequential transfers across accounts,8
P109762,layering,Multiple sequential transfers across accounts,4
P109763,layering,Multiple sequential transfers across accounts,6
P109764,velocity,High frequency transactions in short time,8
P109765,smurfing,Multiple small transactions within short time,4
P109766,circular,Money returns to original account,7
P109767,layering,Multiple sequential transfers across accounts,10
P109768,smurfing,Multiple small transactions within short time,6
P109769,layering,Multiple sequential transfers across accounts,3
P109770,velocity,High frequency transactions in short time,1
P109771,velocity,High frequency transactions in short time,8
P109772,smurfing,Multiple small transactions within short time,2
P109773,velocity,High frequency transactions in short time,1
P109774,velocity,High frequency transactions in short time,7
P109775,smurfing,Multiple small transactions within short time,8
P109776,smurfing,Multiple small transactions within short time,2
P109777,velocity,High frequency transactions in short time,7
