complaint_id,text,label
C108057,App is slow,normal
C108058,Password reset not working,normal
C108059,Money deducted but not received,fraud
C108060,Money deducted but not received,fraud
C108061,Unable to update profile,normal
C108062,Suspicious activity detected,fraud
C108063,App is slow,normal
C108064,App is slow,normal
C108065,App is slow,normal
C108066,Unknown beneficiary added and funds transferred,fraud
C108067,Multiple OTP requests without action,fraud
C108068,Login issue,normal
C108069,Login issue,normal
C108070,Money deducted but not received,fraud
C108071,Unauthorized transaction from my account,fraud
C108072,App is slow,normal
C108073,Password reset not working,normal
C108074,Login issue,normal
C108075,Multiple OTP requests without action,fraud
C108076,Password reset not working,normal
C108077,Password reset not working,normal
C108078,Unable to update profile,normal
C108079,Money deducted but not received,fraud
C108080,Password reset not working,normal
C108081,Password reset not working,normal
C108082,Suspicious activity detected,fraud
C108083,Unauthorized transaction from my account,fraud
C108084,App is slow,normal
C108085,Money deducted but not received,fraud
C108086,Login issue,normal
C108087,Money deducted but not received,fraud
C108088,Multiple OTP requests without action,fraud
C108089,App is slow,normal
C108090,Unauthorized transaction from my account,fraud
C108091,Need account statement,normal
C108092,Suspicious activity detected,fraud
C108093,Password reset not working,normal
C108094,Password reset not working,normal
C108095,Unable to update profile,normal
C108096,Password reset not working,normal
C108097,Unauthorized transaction from my account,fraud
C108098,App is slow,normal
C108099,Need account statement,normal
C108100,Money deducted but not received,fraud
C108101,Login issue,normal
C108102,Need account statement,normal
C108103,App is slow,normal
C108104,Login issue,normal
C108105,Multiple OTP requests without action,fraud
C108106,Unauthorized transaction from my account,fraud
C108107,Need account statement,normal
C108108,Unauthorized transaction from my account,fraud
C108109,Need account statement,normal
C108110,Suspicious activity detected,fraud
C108111,Password reset not working,normal
C108112,Suspicious activity detected,fraud
C108113,Suspicious activity detected,fraud
C108114,Need account statement,normal
C108115,Unauthorized transaction from my account,fraud
C108116,App is slow,normal
C108117,Password reset not working,normal
C108118,Multiple OTP requests without action,fraud
C108119,Money deducted but not received,fraud
C108120,App is slow,normal
C108121,Money deducted but not received,fraud
C108122,Need account statement,normal
C108123,Suspicious activity detected,fraud
C108124,Multiple OTP requests without action,fraud
C108125,Password reset not working,normal
C108126,Login issue,normal
C108127,Need account statement,normal
C108128,Money deducted but not received,fraud
C108129,Unauthorized transaction from my account,fraud
C108130,Unknown beneficiary added and funds transferred,fraud
C108131,Login issue,normal
C108132,Suspicious activity detected,fraud
C108133,Unable to update profile,normal
C108134,Multiple OTP requests without action,fraud
C108135,Login issue,normal
C108136,Unknown beneficiary added and funds transferred,fraud
C108137,Login issue,normal
C108138,Need account statement,normal
C108139,Need account statement,normal
C108140,Login issue,normal
C108141,Password reset not working,normal
C108142,Money deducted but not received,fraud
C108143,Unknown beneficiary added and funds transferred,fraud
C108144,Password reset not working,normal
C108145,Suspicious activity detected,fraud
C108146,Suspicious activity detected,fraud
C108147,Money deducted but not received,fraud
C108148,App is slow,normal
C108149,App is slow,normal
C108150,Password reset not working,normal
C108151,Password reset not working,normal
C108152,App is slow,normal
C108153,Password reset not working,normal
C108154,Need account statement,normal
C108155,App is slow,normal
C108156,Multiple OTP requests without action,fraud
C108157,Unauthorized transaction from my account,fraud
C108158,Need account statement,normal
C108159,Password reset not working,normal
C108160,Unknown beneficiary added and funds transferred,fraud
C108161,Need account statement,normal
C108162,Unable to update profile,normal
C108163,Unable to update profile,normal
C108164,App is slow,normal
C108165,Multiple OTP requests without action,fraud
C108166,Multiple OTP requests without action,fraud
C108167,App is slow,normal
C108168,Unauthorized transaction from my account,fraud
C108169,Need account statement,normal
C108170,App is slow,normal
C108171,Unauthorized transaction from my account,fraud
C108172,Unable to update profile,normal
C108173,Password reset not working,normal
C108174,Money deducted but not received,fraud
C108175,Unable to update profile,normal
C108176,App is slow,normal
C108177,Money deducted but not received,fraud
C108178,Suspicious activity detected,fraud
C108179,Need account statement,normal
C108180,App is slow,normal
C108181,Suspicious activity detected,fraud
C108182,Unauthorized transaction from my account,fraud
C108183,Unable to update profile,normal
C108184,Password reset not working,normal
C108185,Password reset not working,normal
C108186,Suspicious activity detected,fraud
C108187,Unknown beneficiary added and funds transferred,fraud
C108188,Suspicious activity detected,fraud
C108189,Unable to update profile,normal
C108190,Multiple OTP requests without action,fraud
C108191,Unauthorized transaction from my account,fraud
C108192,App is slow,normal
C108193,Unable to update profile,normal
C108194,Need account statement,normal
C108195,App is slow,normal
C108196,Unknown beneficiary added and funds transferred,fraud
C108197,Login issue,normal
C108198,App is slow,normal
C108199,Unable to update profile,normal
C108200,App is slow,normal
C108201,Unable to update profile,normal
C108202,Need account statement,normal
C108203,Unable to update profile,normal
C108204,Password reset not working,normal
C108205,Money deducted but not received,fraud
C108206,App is slow,normal
C108207,Need account statement,normal
C108208,Multiple OTP requests without action,fraud
C108209,Need account statement,normal
C108210,Unauthorized transaction from my account,fraud
C108211,Suspicious activity detected,fraud
C108212,Password reset not working,normal
C108213,Login issue,normal
C108214,App is slow,normal
C108215,App is slow,normal
C108216,Suspicious activity detected,fraud
C108217,Money deducted but not received,fraud
C108218,Need account statement,normal
C108219,Suspicious activity detected,fraud
C108220,Multiple OTP requests without action,fraud
C108221,Unauthorized transaction from my account,fraud
C108222,Need account statement,normal
C108223,Unknown beneficiary added and funds transferred,fraud
C108224,Password reset not working,normal
C108225,Money deducted but not received,fraud
C108226,Unauthorized transaction from my account,fraud
C108227,Unknown beneficiary added and funds transferred,fraud
C108228,Login issue,normal
C108229,Unauthorized transaction from my account,fraud
C108230,Need account statement,normal
C108231,App is slow,normal
C108232,Login issue,normal
C108233,App is slow,normal
C108234,Password reset not working,normal
C108235,Suspicious activity detected,fraud
C108236,Password reset not working,normal
C108237,Unauthorized transaction from my account,fraud
C108238,App is slow,normal
C108239,Suspicious activity detected,fraud
C108240,Password reset not working,normal
C108241,App is slow,normal
C108242,Multiple OTP requests without action,fraud
C108243,Unable to update profile,normal
C108244,Money deducted but not received,fraud
C108245,Password reset not working,normal
C108246,Multiple OTP requests without action,fraud
C108247,Multiple OTP requests without action,fraud
C108248,Password reset not working,normal
C108249,Unknown beneficiary added and funds transferred,fraud
C108250,Multiple OTP requests without action,fraud
C108251,Need account statement,normal
C108252,Multiple OTP requests without action,fraud
C108253,Unknown beneficiary added and funds transferred,fraud
C108254,Suspicious activity detected,fraud
C108255,Login issue,normal
C108256,Unknown beneficiary added and funds transferred,fraud
C108257,App is slow,normal
C108258,Login issue,normal
C108259,Need account statement,normal
C108260,Unable to update profile,normal
C108261,Need account statement,normal
C108262,Password reset not working,normal
C108263,Suspicious activity detected,fraud
C108264,Password reset not working,normal
C108265,Money deducted but not received,fraud
C108266,Unable to update profile,normal
C108267,Unable to update profile,normal
C108268,Unable to update profile,normal
C108269,App is slow,normal
C108270,Multiple OTP requests without action,fraud
C108271,Suspicious activity detected,fraud
C108272,Password reset not working,normal
C108273,Unauthorized transaction from my account,fraud
C108274,Password reset not working,normal
C108275,Suspicious activity detected,fraud
C108276,Unable to update profile,normal
C108277,Multiple OTP requests without action,fraud
C108278,Unauthorized transaction from my account,fraud
C108279,Password reset not working,normal
C108280,Password reset not working,normal
C108281,Login issue,normal
C108282,Need account statement,normal
C108283,Need account statement,normal
C108284,Password reset not working,normal
C108285,Login issue,normal
C108286,Need account statement,normal
C108287,App is slow,normal
C108288,Password reset not working,normal
C108289,Password reset not working,normal
C108290,Money deducted but not received,fraud
C108291,Unable to update profile,normal
C108292,Password reset not working,normal
C108293,App is slow,normal
C108294,Multiple OTP requests without action,fraud
C108295,Need account statement,normal
C108296,Unable to update profile,normal
C108297,Password reset not working,normal
C108298,Password reset not working,normal
C108299,Unable to update profile,normal
C108300,Unauthorized transaction from my account,fraud
C108301,App is slow,normal
C108302,Login issue,normal
C108303,Password reset not working,normal
C108304,Unable to update profile,normal
C108305,Need account statement,normal
C108306,App is slow,normal
C108307,Suspicious activity detected,fraud
C108308,Suspicious activity detected,fraud
C108309,Unknown beneficiary added and funds transferred,fraud
C108310,App is slow,normal
C108311,Unable to update profile,normal
C108312,Multiple OTP requests without action,fraud
C108313,App is slow,normal
C108314,Need account statement,normal
C108315,Password reset not working,normal
C108316,Login issue,normal
C108317,Suspicious activity detected,fraud
C108318,Suspicious activity detected,fraud
C108319,Multiple OTP requests without action,fraud
C108320,Unable to update profile,normal
C108321,Login issue,normal
C108322,Login issue,normal
C108323,Login issue,normal
C108324,Unable to update profile,normal
C108325,Login issue,normal
C108326,Unable to update profile,normal
C108327,Unauthorized transaction from my account,fraud
C108328,Unable to update profile,normal
C108329,App is slow,normal
C108330,Unknown beneficiary added and funds transferred,fraud
C108331,Login issue,normal
C108332,App is slow,normal
C108333,Unauthorized transaction from my account,fraud
C108334,Money deducted but not received,fraud
C108335,Need account statement,normal
C108336,Login issue,normal
C108337,Login issue,normal
C108338,Suspicious activity detected,fraud
C108339,App is slow,normal
C108340,Money deducted but not received,fraud
C108341,Unauthorized transaction from my account,fraud
C108342,App is slow,normal
C108343,Need account statement,normal
C108344,Login issue,normal
C108345,Unknown beneficiary added and funds transferred,fraud
C108346,Login issue,normal
C108347,Multiple OTP requests without action,fraud
C108348,Need account statement,normal
C108349,Suspicious activity detected,fraud
C108350,App is slow,normal
C108351,Password reset not working,normal
C108352,App is slow,normal
C108353,Unable to update profile,normal
C108354,Login issue,normal
C108355,Need account statement,normal
C108356,Unauthorized transaction from my account,fraud
C108357,Unauthorized transaction from my account,fraud
C108358,Multiple OTP requests without action,fraud
C108359,Money deducted but not received,fraud
C108360,Multiple OTP requests without action,fraud
C108361,Unable to update profile,normal
C108362,Login issue,normal
C108363,Login issue,normal
C108364,App is slow,normal
C108365,Login issue,normal
C108366,Unable to update profile,normal
C108367,Password reset not working,normal
C108368,Unable to update profile,normal
C108369,Password reset not working,normal
C108370,App is slow,normal
C108371,Suspicious activity detected,fraud
C108372,Password reset not working,normal
C108373,Suspicious activity detected,fraud
C108374,Unknown beneficiary added and funds transferred,fraud
C108375,Multiple OTP requests without action,fraud
C108376,Unable to update profile,normal
C108377,Unauthorized transaction from my account,fraud
C108378,Unable to update profile,normal
C108379,App is slow,normal
C108380,Unable to update profile,normal
C108381,Need account statement,normal
C108382,Unauthorized transaction from my account,fraud
C108383,Login issue,normal
C108384,Login issue,normal
C108385,Password reset not working,normal
C108386,Password reset not working,normal
C108387,Money deducted but not received,fraud
C108388,Money deducted but not received,fraud
C108389,Password reset not working,normal
C108390,Unauthorized transaction from my account,fraud
C108391,Login issue,normal
C108392,Login issue,normal
C108393,Need account statement,normal
C108394,Need account statement,normal
C108395,Multiple OTP requests without action,fraud
C108396,Multiple OTP requests without action,fraud
C108397,Unauthorized transaction from my account,fraud
C108398,Money deducted but not received,fraud
C108399,Suspicious activity detected,fraud
C108400,App is slow,normal
C108401,Password reset not working,normal
C108402,Need account statement,normal
C108403,Unable to update profile,normal
C108404,Need account statement,normal
C108405,Multiple OTP requests without action,fraud
C108406,Unable to update profile,normal
C108407,Unable to update profile,normal
C108408,Unable to update profile,normal
C108409,Unable to update profile,normal
C108410,Login issue,normal
C108411,Password reset not working,normal
C108412,Unauthorized transaction from my account,fraud
C108413,Money deducted but not received,fraud
C108414,Need account statement,normal
C108415,Need account statement,normal
C108416,Login issue,normal
C108417,App is slow,normal
C108418,Need account statement,normal
C108419,Unable to update profile,normal
C108420,Password reset not working,normal
C108421,Login issue,normal
C108422,Money deducted but not received,fraud
C108423,Login issue,normal
C108424,Unknown beneficiary added and funds transferred,fraud
C108425,App is slow,normal
C108426,Unable to update profile,normal
C108427,Password reset not working,normal
C108428,App is slow,normal
C108429,Money deducted but not received,fraud
C108430,Money deducted but not received,fraud
C108431,Need account statement,normal
C108432,Unauthorized transaction from my account,fraud
C108433,Unauthorized transaction from my account,fraud
C108434,App is slow,normal
C108435,Password reset not working,normal
C108436,Login issue,normal
C108437,Multiple OTP requests without action,fraud
C108438,Need account statement,normal
C108439,Login issue,normal
C108440,Need account statement,normal
C108441,Password reset not working,normal
C108442,Login issue,normal
C108443,Need account statement,normal
C108444,Suspicious activity detected,fraud
C108445,App is slow,normal
C108446,Need account statement,normal
C108447,Password reset not working,normal
C108448,Unknown beneficiary added and funds transferred,fraud
C108449,Need account statement,normal
C108450,Need account statement,normal
C108451,Unknown beneficiary added and funds transferred,fraud
C108452,Login issue,normal
C108453,Unknown beneficiary added and funds transferred,fraud
C108454,Unknown beneficiary added and funds transferred,fraud
C108455,App is slow,normal
C108456,Login issue,normal
C108457,Unknown beneficiary added and funds transferred,fraud
C108458,Login issue,normal
C108459,Money deducted but not received,fraud
C108460,Need account statement,normal
C108461,Login issue,normal
C108462,Multiple OTP requests without action,fraud
C108463,Unknown beneficiary added and funds transferred,fraud
C108464,App is slow,normal
C108465,Unknown beneficiary added and funds transferred,fraud
C108466,Unauthorized transaction from my account,fraud
C108467,Need account statement,normal
C108468,Login issue,normal
C108469,Need account statement,normal
C108470,Login issue,normal
C108471,Need account statement,normal
C108472,Unknown beneficiary added and funds transferred,fraud
C108473,Password reset not working,normal
C108474,Login issue,normal
C108475,Need account statement,normal
C108476,Password reset not working,normal
C108477,Unknown beneficiary added and funds transferred,fraud
C108478,Suspicious activity detected,fraud
C108479,Unauthorized transaction from my account,fraud
C108480,Suspicious activity detected,fraud
C108481,App is slow,normal
C108482,Password reset not working,normal
C108483,Suspicious activity detected,fraud
C108484,Money deducted but not received,fraud
C108485,Need account statement,normal
C108486,Password reset not working,normal
C108487,Money deducted but not received,fraud
C108488,Need account statement,normal
C108489,Need account statement,normal
C108490,App is slow,normal
C108491,Money deducted but not received,fraud
C108492,Suspicious activity detected,fraud
C108493,Password reset not working,normal
C108494,App is slow,normal
C108495,Login issue,normal
C108496,Password reset not working,normal
C108497,Multiple OTP requests without action,fraud
C108498,Suspicious activity detected,fraud
C108499,Money deducted but not received,fraud
C108500,Password reset not working,normal
C108501,Money deducted but not received,fraud
C108502,Unknown beneficiary added and funds transferred,fraud
C108503,App is slow,normal
C108504,Login issue,normal
C108505,App is slow,normal
C108506,Suspicious activity detected,fraud
C108507,Money deducted but not received,fraud
C108508,Need account statement,normal
C108509,Suspicious activity detected,fraud
C108510,Unknown beneficiary added and funds transferred,fraud
C108511,App is slow,normal
C108512,Unknown beneficiary added and funds transferred,fraud
C108513,Unauthorized transaction from my account,fraud
C108514,Login issue,normal
C108515,Unknown beneficiary added and funds transferred,fraud
C108516,App is slow,normal
C108517,Need account statement,normal
C108518,Unknown beneficiary added and funds transferred,fraud
C108519,Password reset not working,normal
C108520,Login issue,normal
C108521,Unknown beneficiary added and funds transferred,fraud
C108522,Money deducted but not received,fraud
C108523,Money deducted but not received,fraud
C108524,Unknown beneficiary added and funds transferred,fraud
C108525,Suspicious activity detected,fraud
C108526,Multiple OTP requests without action,fraud
C108527,Login issue,normal
C108528,Need account statement,normal
C108529,Unknown beneficiary added and funds transferred,fraud
C108530,App is slow,normal
C108531,Multiple OTP requests without action,fraud
C108532,Money deducted but not received,fraud
C108533,Need account statement,normal
C108534,Password reset not working,normal
C108535,Unable to update profile,normal
C108536,Multiple OTP requests without action,fraud
C108537,Login issue,normal
C108538,Login issue,normal
C108539,App is slow,normal
C108540,Login issue,normal
C108541,Unauthorized transaction from my account,fraud
C108542,Suspicious activity detected,fraud
C108543,Suspicious activity detected,fraud
C108544,Multiple OTP requests without action,fraud
C108545,Login issue,normal
C108546,Password reset not working,normal
C108547,Unable to update profile,normal
C108548,Password reset not working,normal
C108549,App is slow,normal
C108550,Multiple OTP requests without action,fraud
C108551,Unable to update profile,normal
C108552,Need account statement,normal
C108553,Unknown beneficiary added and funds transferred,fraud
C108554,Need account statement,normal
C108555,Suspicious activity detected,fraud
C108556,Unknown beneficiary added and funds transferred,fraud
C108557,Need account statement,normal
C108558,Unable to update profile,normal
C108559,Login issue,normal
C108560,Unknown beneficiary added and funds transferred,fraud
C108561,Password reset not working,normal
C108562,Password reset not working,normal
C108563,Need account statement,normal
C108564,Suspicious activity detected,fraud
C108565,App is slow,normal
C108566,Multiple OTP requests without action,fraud
C108567,Multiple OTP requests without action,fraud
C108568,Suspicious activity detected,fraud
C108569,Login issue,normal
C108570,Password reset not working,normal
C108571,Unknown beneficiary added and funds transferred,fraud
C108572,Multiple OTP requests without action,fraud
C108573,Money deducted but not received,fraud
C108574,App is slow,normal
C108575,Unauthorized transaction from my account,fraud
C108576,Unknown beneficiary added and funds transferred,fraud
C108577,App is slow,normal
C108578,Login issue,normal
C108579,Unauthorized transaction from my account,fraud
C108580,Password reset not working,normal
C108581,Unauthorized transaction from my account,fraud
C108582,Unable to update profile,normal
C108583,Password reset not working,normal
C108584,Unauthorized transaction from my account,fraud
C108585,App is slow,normal
C108586,App is slow,normal
C108587,Login issue,normal
C108588,Suspicious activity detected,fraud
C108589,Need account statement,normal
C108590,App is slow,normal
C108591,App is slow,normal
C108592,Multiple OTP requests without action,fraud
C108593,Suspicious activity detected,fraud
C108594,App is slow,normal
C108595,Password reset not working,normal
C108596,Unable to update profile,normal
C108597,Login issue,normal
C108598,Unable to update profile,normal
C108599,App is slow,normal
C108600,App is slow,normal
C108601,Login issue,normal
C108602,Suspicious activity detected,fraud
C108603,Suspicious activity detected,fraud
C108604,Multiple OTP requests without action,fraud
C108605,Unknown beneficiary added and funds transferred,fraud
C108606,Multiple OTP requests without action,fraud
C108607,Need account statement,normal
C108608,Suspicious activity detected,fraud
C108609,Login issue,normal
C108610,App is slow,normal
C108611,Login issue,normal
C108612,Unknown beneficiary added and funds transferred,fraud
C108613,Money deducted but not received,fraud
C108614,Multiple OTP requests without action,fraud
C108615,Unable to update profile,normal
C108616,Need account statement,normal
C108617,Unauthorized transaction from my account,fraud
C108618,Password reset not working,normal
C108619,Suspicious activity detected,fraud
C108620,Login issue,normal
C108621,Suspicious activity detected,fraud
C108622,Unable to update profile,normal
C108623,Suspicious activity detected,fraud
C108624,Unauthorized transaction from my account,fraud
C108625,Money deducted but not received,fraud
C108626,Unable to update profile,normal
C108627,App is slow,normal
C108628,Multiple OTP requests without action,fraud
C108629,Multiple OTP requests without action,fraud
C108630,Login issue,normal
C108631,Login issue,normal
C108632,Password reset not working,normal
C108633,Unable to update profile,normal
C108634,Password reset not working,normal
C108635,Login issue,normal
C108636,App is slow,normal
C108637,Unauthorized transaction from my account,fraud
C108638,Unknown beneficiary added and funds transferred,fraud
C108639,Suspicious activity detected,fraud
C108640,Need account statement,normal
C108641,Unable to update profile,normal
C108642,Unknown beneficiary added and funds transferred,fraud
C108643,Password reset not working,normal
C108644,Suspicious activity detected,fraud
C108645,Money deducted but not received,fraud
C108646,Money deducted but not received,fraud
C108647,App is slow,normal
C108648,Money deducted but not received,fraud
C108649,Unauthorized transaction from my account,fraud
C108650,Need account statement,normal
C108651,Unauthorized transaction from my account,fraud
C108652,Login issue,normal
C108653,Multiple OTP requests without action,fraud
C108654,Need account statement,normal
C108655,Unable to update profile,normal
C108656,Suspicious activity detected,fraud
C108657,Unauthorized transaction from my account,fraud
C108658,Password reset not working,normal
C108659,Unknown beneficiary added and funds transferred,fraud
C108660,Login issue,normal
C108661,Unknown beneficiary added and funds transferred,fraud
C108662,Unauthorized transaction from my account,fraud
C108663,App is slow,normal
C108664,Unknown beneficiary added and funds transferred,fraud
C108665,Money deducted but not received,fraud
C108666,Need account statement,normal
C108667,Multiple OTP requests without action,fraud
C108668,Need account statement,normal
C108669,Suspicious activity detected,fraud
C108670,Unauthorized transaction from my account,fraud
C108671,Password reset not working,normal
C108672,Unknown beneficiary added and funds transferred,fraud
C108673,Unknown beneficiary added and funds transferred,fraud
C108674,Suspicious activity detected,fraud
C108675,App is slow,normal
C108676,Login issue,normal
C108677,Money deducted but not received,fraud
C108678,Need account statement,normal
C108679,App is slow,normal
C108680,Password reset not working,normal
C108681,Need account statement,normal
C108682,Login issue,normal
C108683,Unknown beneficiary added and funds transferred,fraud
C108684,Password reset not working,normal
C108685,Unable to update profile,normal
C108686,Password reset not working,normal
C108687,Multiple OTP requests without action,fraud
C108688,Login issue,normal
C108689,Unauthorized transaction from my account,fraud
C108690,Unauthorized transaction from my account,fraud
C108691,Suspicious activity detected,fraud
C108692,Password reset not working,normal
C108693,Login issue,normal
C108694,App is slow,normal
C108695,Need account statement,normal
C108696,Unknown beneficiary added and funds transferred,fraud
C108697,Unknown beneficiary added and funds transferred,fraud
C108698,Password reset not working,normal
C108699,Unknown beneficiary added and funds transferred,fraud
C108700,Login issue,normal
C108701,Password reset not working,normal
C108702,Unauthorized transaction from my account,fraud
C108703,App is slow,normal
C108704,Need account statement,normal
C108705,Password reset not working,normal
C108706,Suspicious activity detected,fraud
C108707,Unknown beneficiary added and funds transferred,fraud
C108708,Login issue,normal
C108709,Unable to update profile,normal
C108710,Suspicious activity detected,fraud
C108711,Money deducted but not received,fraud
C108712,Suspicious activity detected,fraud
C108713,Unauthorized transaction from my account,fraud
C108714,Unauthorized transaction from my account,fraud
C108715,Password reset not working,normal
C108716,App is slow,normal
C108717,Password reset not working,normal
C108718,Unable to update profile,normal
C108719,Need account statement,normal
C108720,App is slow,normal
C108721,Multiple OTP requests without action,fraud
C108722,Unable to update profile,normal
C108723,Suspicious activity detected,fraud
C108724,Need account statement,normal
C108725,Unable to update profile,normal
C108726,Suspicious activity detected,fraud
C108727,Multiple OTP requests without action,fraud
C108728,Unauthorized transaction from my account,fraud
C108729,Unable to update profile,normal
C108730,Money deducted but not received,fraud
C108731,Unable to update profile,normal
C108732,Money deducted but not received,fraud
C108733,Suspicious activity detected,fraud
C108734,Money deducted but not received,fraud
C108735,Need account statement,normal
C108736,Suspicious activity detected,fraud
C108737,Unable to update profile,normal
C108738,Login issue,normal
C108739,Unable to update profile,normal
C108740,Money deducted but not received,fraud
C108741,Unable to update profile,normal
C108742,Login issue,normal
C108743,Login issue,normal
C108744,Unauthorized transaction from my account,fraud
C108745,Suspicious activity detected,fraud
C108746,Unable to update profile,normal
C108747,Login issue,normal
C108748,App is slow,normal
C108749,Suspicious activity detected,fraud
C108750,Login issue,normal
C108751,Need account statement,normal
C108752,Unable to update profile,normal
C108753,App is slow,normal
C108754,Unknown beneficiary added and funds transferred,fraud
C108755,Unable to update profile,normal
C108756,Suspicious activity detected,fraud
C108757,Unable to update profile,normal
C108758,Money deducted but not received,fraud
C108759,Multiple OTP requests without action,fraud
C108760,Unable to update profile,normal
C108761,Multiple OTP requests without action,fraud
C108762,Password reset not working,normal
C108763,Unauthorized transaction from my account,fraud
C108764,Login issue,normal
C108765,Unable to update profile,normal
C108766,Money deducted but not received,fraud
C108767,App is slow,normal
C108768,Unable to update profile,normal
C108769,Login issue,normal
C108770,App is slow,normal
C108771,Suspicious activity detected,fraud
C108772,Unable to update profile,normal
C108773,Password reset not working,normal
C108774,Unknown beneficiary added and funds transferred,fraud
C108775,Need account statement,normal
C108776,Unknown beneficiary added and funds transferred,fraud
C108777,App is slow,normal
C108778,Need account statement,normal
C108779,Unable to update profile,normal
C108780,Multiple OTP requests without action,fraud
C108781,Unknown beneficiary added and funds transferred,fraud
C108782,App is slow,normal
C108783,Password reset not working,normal
C108784,Suspicious activity detected,fraud
C108785,Unauthorized transaction from my account,fraud
C108786,Password reset not working,normal
C108787,Suspicious activity detected,fraud
C108788,Suspicious activity detected,fraud
C108789,Unauthorized transaction from my account,fraud
C108790,Login issue,normal
C108791,Unauthorized transaction from my account,fraud
C108792,Money deducted but not received,fraud
C108793,Unable to update profile,normal
C108794,Need account statement,normal
C108795,Login issue,normal
C108796,Password reset not working,normal
C108797,Multiple OTP requests without action,fraud
C108798,App is slow,normal
C108799,Unauthorized transaction from my account,fraud
C108800,Unable to update profile,normal
C108801,App is slow,normal
C108802,Money deducted but not received,fraud
C108803,Money deducted but not received,fraud
C108804,Unauthorized transaction from my account,fraud
C108805,Password reset not working,normal
C108806,Need account statement,normal
C108807,Money deducted but not received,fraud
C108808,Suspicious activity detected,fraud
C108809,Password reset not working,normal
C108810,Login issue,normal
C108811,App is slow,normal
C108812,Password reset not working,normal
C108813,Password reset not working,normal
C108814,Need account statement,normal
C108815,Multiple OTP requests without action,fraud
C108816,Unknown beneficiary added and funds transferred,fraud
C108817,Login issue,normal
C108818,Unknown beneficiary added and funds transferred,fraud
C108819,Unauthorized transaction from my account,fraud
C108820,Suspicious activity detected,fraud
C108821,App is slow,normal
C108822,Need account statement,normal
C108823,App is slow,normal
C108824,Money deducted but not received,fraud
C108825,Multiple OTP requests without action,fraud
C108826,Unauthorized transaction from my account,fraud
C108827,Money deducted but not received,fraud
C108828,Password reset not working,normal
C108829,Unable to update profile,normal
C108830,Unauthorized transaction from my account,fraud
C108831,Multiple OTP requests without action,fraud
C108832,App is slow,normal
C108833,Unable to update profile,normal
C108834,Unauthorized transaction from my account,fraud
C108835,Login issue,normal
C108836,Password reset not working,normal
C108837,Password reset not working,normal
C108838,Unauthorized transaction from my account,fraud
C108839,Need account statement,normal
C108840,Need account statement,normal
C108841,Multiple OTP requests without action,fraud
C108842,Unknown beneficiary added and funds transferred,fraud
C108843,App is slow,normal
C108844,App is slow,normal
C108845,Unable to update profile,normal
C108846,Multiple OTP requests without action,fraud
C108847,Multiple OTP requests without action,fraud
C108848,Suspicious activity detected,fraud
C108849,Password reset not working,normal
C108850,Unauthorized transaction from my account,fraud
C108851,Unauthorized transaction from my account,fraud
C108852,Unknown beneficiary added and funds transferred,fraud
C108853,Password reset not working,normal
C108854,Multiple OTP requests without action,fraud
C108855,Password reset not working,normal
C108856,App is slow,normal
C108857,Password reset not working,normal
C108858,App is slow,normal
C108859,App is slow,normal
C108860,Unknown beneficiary added and funds transferred,fraud
C108861,Need account statement,normal
C108862,Unauthorized transaction from my account,fraud
C108863,Unable to update profile,normal
C108864,App is slow,normal
C108865,Unknown beneficiary added and funds transferred,fraud
C108866,Unknown beneficiary added and funds transferred,fraud
C108867,Password reset not working,normal
C108868,Need account statement,normal
C108869,Unable to update profile,normal
C108870,App is slow,normal
C108871,App is slow,normal
C108872,Login issue,normal
C108873,Money deducted but not received,fraud
C108874,Need account statement,normal
C108875,Login issue,normal
C108876,App is slow,normal
C108877,Unable to update profile,normal
C108878,Password reset not working,normal
C108879,Suspicious activity detected,fraud
C108880,Need account statement,normal
C108881,Unknown beneficiary added and funds transferred,fraud
C108882,Suspicious activity detected,fraud
C108883,Suspicious activity detected,fraud
C108884,Password reset not working,normal
C108885,Unauthorized transaction from my account,fraud
C108886,Login issue,normal
C108887,Suspicious activity detected,fraud
C108888,Login issue,normal
C108889,Unable to update profile,normal
C108890,Password reset not working,normal
C108891,Need account statement,normal
C108892,Unknown beneficiary added and funds transferred,fraud
C108893,Unable to update profile,normal
C108894,Unable to update profile,normal
C108895,Password reset not working,normal
C108896,Login issue,normal
C108897,Need account statement,normal
C108898,Password reset not working,normal
C108899,Multiple OTP requests without action,fraud
C108900,Suspicious activity detected,fraud
C108901,Unknown beneficiary added and funds transferred,fraud
C108902,Unable to update profile,normal
C108903,Login issue,normal
C108904,Login issue,normal
C108905,Login issue,normal
C108906,Unauthorized transaction from my account,fraud
C108907,Password reset not working,normal
C108908,Suspicious activity detected,fraud
C108909,App is slow,normal
C108910,Password reset not working,normal
C108911,App is slow,normal
C108912,Unauthorized transaction from my account,fraud
C108913,Money deducted but not received,fraud
C108914,Login issue,normal
C108915,Login issue,normal
C108916,Password reset not working,normal
C108917,Multiple OTP requests without action,fraud
C108918,Suspicious activity detected,fraud
C108919,Multiple OTP requests without action,fraud
C108920,Unauthorized transaction from my account,fraud
C108921,Unable to update profile,normal
C108922,Login issue,normal
C108923,Unauthorized transaction from my account,fraud
C108924,Suspicious activity detected,fraud
C108925,Login issue,normal
C108926,App is slow,normal
C108927,Unauthorized transaction from my account,fraud
C108928,Unknown beneficiary added and funds transferred,fraud
